CpGName,Sample1,Sample2,Sample3
cg19789505,0.772257936,0.761044416,0.752379761
cg19790294,0.016502221,0.025319194,0.018852222
cg19791253,0.062709942,0.074779085,0.072784689
cg19791277,0.014110781,0.015214638,0.01058599
cg19793718,0.051870633,0.056479819,0.047628649
cg19794490,0.045119595,0.047837871,0.048149151
cg19795898,0.783295792,0.793351899,0.744145937
cg19796273,0.037334915,0.039480732,0.035463525
cg19797376,0.184971274,0.205821777,0.179838175
cg19797659,0.106981321,0.127596668,0.112298373
cg19798224,0.822502295,0.831573637,0.817112149
cg19799744,0.053740252,0.053725649,0.059870708
cg19800926,0.022052673,0.019374147,0.018032767
cg19801560,0.924170584,0.915020336,0.9385183
cg19803671,0.034191147,0.043082565,0.032369208
cg19803984,0.517694536,0.511081538,0.485214962
cg19807685,0.769217093,0.758329985,0.76851213
cg19812619,0.835424382,0.864832948,0.862477037
cg19814116,0.031080635,0.029225446,0.02391866
cg19815139,0.026558983,0.027723454,0.023109143
cg19815376,0.796195706,0.766746314,0.840058867
cg19815589,0.710390694,0.703763764,0.668248502
cg19815720,0.586672667,0.608370622,0.567785647
cg19815904,0.086104244,0.099526581,0.077905807
cg19815928,0.036322177,0.03058419,0.034543738
cg19816938,0.04119541,0.039510369,0.034442748
cg19817399,0.049273087,0.049782356,0.050725541
cg19819571,0.04473172,0.046637068,0.044424253
cg19819891,0.021037064,0.018098689,0.017800164
cg19822214,0.055478969,0.072544281,0.053879897
cg19823847,0.746520507,0.740743489,0.754819323
cg19824325,0.083494591,0.083277108,0.062506835
cg19824362,0.020487152,0.020589374,0.017285812
cg19824441,0.827755066,0.868191702,0.822680839
cg19826026,0.072975342,0.10351354,0.088454617
cg19830147,0.037850013,0.032341424,0.032755454
cg19831077,0.204907402,0.219171742,0.220125574
cg19831369,0.839560248,0.840366337,0.843977447
cg19831575,0.033911828,0.039273997,0.025860706
cg19832597,0.016402875,0.027325769,0.020358384
cg19832721,0.674069452,0.610250239,0.706377517
cg19835478,0.135107784,0.144497596,0.13332566
cg19836199,0.163067655,0.187920282,0.161400569
cg19836283,0.069434069,0.060137551,0.052048775
cg19836808,0.306909793,0.350831555,0.336536071
cg19837131,0.081063001,0.12418961,0.09714334
cg19837751,0.725050944,0.7537993,0.713156964
cg19837824,0.043058145,0.048552248,0.046083373
cg19839588,0.043056904,0.042417547,0.040845469
cg19839691,0.024840213,0.053619473,0.032952105
cg19840387,0.062373117,0.085091238,0.067843349
cg19840532,0.051759327,0.050861078,0.042316875
cg19841506,0.037138195,0.04592664,0.039470037
cg19843036,0.047128224,0.041186086,0.039902469
cg19843429,0.020867743,0.029945903,0.024913353
cg19844287,0.036388889,0.040074488,0.046366247
cg19845843,0.872026466,0.868462439,0.853738595
cg19846131,0.037610422,0.042874077,0.042210065
cg19846927,0.068124585,0.058136491,0.063617682
cg19847271,0.032826546,0.044139502,0.048570039
cg19848683,0.03416585,0.038278923,0.035062792
cg19850163,0.079947976,0.086759108,0.077435907
cg19850348,0.03092718,0.042015154,0.031703566
cg19850370,0.794520751,0.795988545,0.80544352
cg19850406,0.317759408,0.32961593,0.410967689
cg19851137,0.043896402,0.044556352,0.048960193
cg19853229,0.023624047,0.030437027,0.024080646
cg19853494,0.095899222,0.108444203,0.097436839
cg19853703,0.045057106,0.042167002,0.039695976
cg19853760,0.658636395,0.682144917,0.668726504
cg19854301,0.852535658,0.854512962,0.86281078
cg19855618,0.859894178,0.845434718,0.858890062
cg19856444,0.710760111,0.759263129,0.71415417
cg19856594,0.725221589,0.680072881,0.679513828
cg19857457,0.031332328,0.042980901,0.036737501
cg19857537,0.048700556,0.04458276,0.041760029
cg19857538,0.033748926,0.033295808,0.02663751
cg19857541,0.940130064,0.948344891,0.927113762
cg19859270,0.881285048,0.866788867,0.882466133
cg19861697,0.051935657,0.065681377,0.063413167
cg19862344,0.768851076,0.790631185,0.764579126
cg19863003,0.051077901,0.059771217,0.047327568
cg19863405,0.823009971,0.835531998,0.823254665
cg19863740,0.301685243,0.38686052,0.304979839
cg19863773,0.891858631,0.900844974,0.893239483
cg19864851,0.039214039,0.046179214,0.039548392
cg19866103,0.045832196,0.049119728,0.045527142
cg19867899,0.052650085,0.055068839,0.064339593
cg19868691,0.082671466,0.094725766,0.068673584
cg19868730,0.787616394,0.824006858,0.805272363
cg19869139,0.81238258,0.833148682,0.802982263
cg19872681,0.809406333,0.788308364,0.799803427
cg19872814,0.028713241,0.031346989,0.026653236
cg19873701,0.591617728,0.633510025,0.59569371
cg19873785,0.032016455,0.038759978,0.03916807
cg19875047,0.027356925,0.031147001,0.029029646
cg19875216,0.015247346,0.015341143,0.012793981
cg19875656,0.811563398,0.819308696,0.824085792
cg19876444,0.07176026,0.070160756,0.056884936
cg19876838,0.698617185,0.720591685,0.654933511
cg19881177,0.023416152,0.02087657,0.022213795
cg19881895,0.833902123,0.818176096,0.815265058
cg19882093,0.785280813,0.797927455,0.787786979
cg19883905,0.118501458,0.076322424,0.086931235
cg19884262,0.022603799,0.027421506,0.019570047
cg19884600,0.843854738,0.840319396,0.853265185
cg19884658,0.806177063,0.791618149,0.806315011
cg19885761,0.074099617,0.083444145,0.061434876
cg19886179,0.027745824,0.029291219,0.021683524
cg19889584,0.857296623,0.8557444,0.837313716
cg19889780,0.14865248,0.129503327,0.126284613
cg19890739,0.70825821,0.732164855,0.755552418
cg19890858,0.031130337,0.036013072,0.037850983
cg19891733,0.049114026,0.069575272,0.056585811
cg19894943,0.119838458,0.136419919,0.135757352
cg19895197,0.089057249,0.064524554,0.052267944
cg19896198,0.06678617,0.071978631,0.059709926
cg19896347,0.886069707,0.885775652,0.884745255
cg19899621,0.05603814,0.052072045,0.051289057
cg19899882,0.030936237,0.026242921,0.025699276
cg19902569,0.08513674,0.05024694,0.039995719
cg19903229,0.379749325,0.41800448,0.43434737
cg19903333,0.090067703,0.095300735,0.080150729
cg19904463,0.044834422,0.038670311,0.045250112
cg19904653,0.189784103,0.224292171,0.192401158
cg19905251,0.027230534,0.034739089,0.028351035
cg19905754,0.014202388,0.016046734,0.01374072
cg19906397,0.034084073,0.03281867,0.027054038
cg19906550,0.335985934,0.305766073,0.294278057
cg19906926,0.136233869,0.13483351,0.139913276
cg19910382,0.761639898,0.767948378,0.750988901
cg19911362,0.047675093,0.05714404,0.050533296
cg19912436,0.024348138,0.026673557,0.018302671
cg19913889,0.02744722,0.028202327,0.025787872
cg19914607,0.066048165,0.06725474,0.062882982
cg19914751,0.043293821,0.057314173,0.059051994
cg19917856,0.113618337,0.123600929,0.099267655
cg19918758,0.016668712,0.024997845,0.016382432
cg19921353,0.135647658,0.156677406,0.134703797
cg19921389,0.861674685,0.849467756,0.852797374
cg19921492,0.14965528,0.189310254,0.178899563
cg19921776,0.028164509,0.039079137,0.029303057
cg19923326,0.846363213,0.860798144,0.853794677
cg19923810,0.699671678,0.736534939,0.722312936
cg19928046,0.018379504,0.017376688,0.014952309
cg19928247,0.029701461,0.12249159,0.226034188
cg19928450,0.147729071,0.106129055,0.094912785
cg19930802,0.845794616,0.851050725,0.820523604
cg19931106,0.030976372,0.029688655,0.022880709
cg19932177,0.037660887,0.049408869,0.042611333
cg19935424,0.103699865,0.101645495,0.094542072
cg19937039,0.653509187,0.676662719,0.673439749
cg19939627,0.073813719,0.043985819,0.03249763
cg19939660,0.02491558,0.025923465,0.02484056
cg19941758,0.023076283,0.025179603,0.027701871
cg19944367,0.890098227,0.887686386,0.871802593
cg19945840,0.319691367,0.294060306,0.299469919
cg19946699,0.497061956,0.512708155,0.476264693
cg19947621,0.749201089,0.691027345,0.703661055
cg19948014,0.025073495,0.028361459,0.025177117
cg19948393,0.477301595,0.475814937,0.488352192
cg19948397,0.037457092,0.038682017,0.021387493
cg19949137,0.029762236,0.130737971,0.195709538
cg19949550,0.815242763,0.840766207,0.806791771
cg19950767,0.673986163,0.63031865,0.636870125
cg19951443,0.021898542,0.022180627,0.018392311
cg19953406,0.072057132,0.0939155,0.081313225
cg19954000,0.84072174,0.863071086,0.825237158
cg19954739,0.039879956,0.041733516,0.031698319
cg19955257,0.851275046,0.847844971,0.835001219
cg19955521,0.19705417,0.179054185,0.160921167
cg19957727,0.024916937,0.033595376,0.027125258
cg19959519,0.070557315,0.069162022,0.078701701
cg19961382,0.040899946,0.037434864,0.034799665
cg19961522,0.82864281,0.844168341,0.824757501
cg19963522,0.305209886,0.247031624,0.272037287
cg19963797,0.041798083,0.114889546,0.208351564
cg19964192,0.923742098,0.937346601,0.938882842
cg19965511,0.073559718,0.090654938,0.075602342
cg19965810,0.089999826,0.077491995,0.06537628
cg19966618,0.043151441,0.041879315,0.040792097
cg19968631,0.035598226,0.040750613,0.035271934
cg19969873,0.038150109,0.040893434,0.038892697
cg19970051,0.039225806,0.034093349,0.035703554
cg19971655,0.836311527,0.845716799,0.856267645
cg19971804,0.0803585,0.076926372,0.070709392
cg19972619,0.031048571,0.033810525,0.026251619
cg19972859,0.032034421,0.034826353,0.030006566
cg19973135,0.033349331,0.0408824,0.034265127
cg19973884,0.083615884,0.100454637,0.09389173
cg19974223,0.585574046,0.606933023,0.580254753
cg19976011,0.018249281,0.03072165,0.01809227
cg19976467,0.036434295,0.031345431,0.024861698
cg19977912,0.028580845,0.032740235,0.026564076
cg19979773,0.887133176,0.899612848,0.895653582
cg19979896,0.617923459,0.652164349,0.588470836
cg19981839,0.046768847,0.054900673,0.046269596
cg19982860,0.849386443,0.875279192,0.842256802
cg19985911,0.798673212,0.823859497,0.787388565
cg19986872,0.031618374,0.028070684,0.02426525
cg19987219,0.746981315,0.804715387,0.760042783
cg19987840,0.028783015,0.039635548,0.035840352
cg19988449,0.054815583,0.054468878,0.043996847
cg19994834,0.182204313,0.242530722,0.194107137
cg19995014,0.023695384,0.029747981,0.023422353
cg19996355,0.038261101,0.044986848,0.03520043
cg19998328,0.846957588,0.864492356,0.825772651
cg20000468,0.129135984,0.157375836,0.128418052
cg20001829,0.070951799,0.080262742,0.064889851
cg20002248,0.048741803,0.05619494,0.046030069
cg20006825,0.143239632,0.155388383,0.137122068
cg20008332,0.029380709,0.027615788,0.025891198
cg20009671,0.025381605,0.031165065,0.021900942
cg20010396,0.046850424,0.053305814,0.039764748
cg20010565,0.034565683,0.037171941,0.032389096
cg20011134,0.85228951,0.855782006,0.843413365
cg20011352,0.039238316,0.035539703,0.023447589
cg20011794,0.046621199,0.05583257,0.045560869
cg20011833,0.04312474,0.049174092,0.045257323
cg20011974,0.035564506,0.036788408,0.025754423
cg20015689,0.652154426,0.685631378,0.630127758
cg20015855,0.931901176,0.941666346,0.936019763
cg20016416,0.793178818,0.77627791,0.777203535
cg20016845,0.027004369,0.060177459,0.03139739
cg20016874,0.016459837,0.029107925,0.021339548
cg20017147,0.344290887,0.347445387,0.320587739
cg20017995,0.741179153,0.732068793,0.702977225
cg20018806,0.6746924,0.668849204,0.625576439
cg20019546,0.074804779,0.088595619,0.077168307
cg20021244,0.014485298,0.01952654,0.012738249
cg20022122,0.699312804,0.693469789,0.718845668
cg20022511,0.038688944,0.049297669,0.042670621
cg20022541,0.552563776,0.448950945,0.714265583
cg20023231,0.049845281,0.06652683,0.060896089
cg20023578,0.065100985,0.065329896,0.055326221
cg20025656,0.068326845,0.07261213,0.060667143
cg20028291,0.025142652,0.02969273,0.022091057
cg20028470,0.360100454,0.355010098,0.319575898
cg20029201,0.550720015,0.587664368,0.60851026
cg20029652,0.059323069,0.046257529,0.038134269
cg20030243,0.026893436,0.030155954,0.025347255
cg20030671,0.029595669,0.029458018,0.026739986
cg20033731,0.092950063,0.088133406,0.076988133
cg20033864,0.032995502,0.03712368,0.029452154
cg20034100,0.826456118,0.831681457,0.802581266
cg20035459,0.529724133,0.511732132,0.464298454
cg20041257,0.083184433,0.106345963,0.083407118
cg20041381,0.036964283,0.036831537,0.032322015
cg20042228,0.055743804,0.045710552,0.04692944
cg20043466,0.078982244,0.089978918,0.083084527
cg20044189,0.013756096,0.017134326,0.012133006
cg20047055,0.743514933,0.73555283,0.710427944
cg20047230,0.128731659,0.11771424,0.11720952
cg20047732,0.034567081,0.042886448,0.033895436
cg20050012,0.053624098,0.075290861,0.060497028
cg20050113,0.42722785,0.386767993,0.433614573
cg20050826,0.174309612,0.18397482,0.158365306
cg20051033,0.076374158,0.086650606,0.081152142
cg20051177,0.887704756,0.852034157,0.851612501
cg20051589,0.067724892,0.091261092,0.121330896
cg20052411,0.016969432,0.017217757,0.01496438
cg20052718,0.04109678,0.037360525,0.047128452
cg20053158,0.09828785,0.113005524,0.093891684
cg20053799,0.022355613,0.026517893,0.025084232
cg20055101,0.668112389,0.680131806,0.628150341
cg20057066,0.045327979,0.04426352,0.037371439
cg20059151,0.141257206,0.154655849,0.120583071
cg20059312,0.910761543,0.916705704,0.897790699
cg20060451,0.04473914,0.046328993,0.047351832
cg20062122,0.809521762,0.813751419,0.814783959
cg20063650,0.895038426,0.889813423,0.84857715
cg20065832,0.04660008,0.063597113,0.069076401
cg20066612,0.483001508,0.482625741,0.396278057
cg20066677,0.833059055,0.845539662,0.809021292
cg20070077,0.015513091,0.016927578,0.012463269
cg20070090,0.421215878,0.357963404,0.318022971
cg20073553,0.055708293,0.066842645,0.052990414
cg20074048,0.073375608,0.071943694,0.093664112
cg20074371,0.020729045,0.020183548,0.018293236
cg20074593,0.743728656,0.801307526,0.722696832
cg20074795,0.021063278,0.025457968,0.021190869
cg20075229,0.83600527,0.862932661,0.822937087
cg20077393,0.030897162,0.033687589,0.03133291
cg20080624,0.041793903,0.057500541,0.047761302
cg20082357,0.016563883,0.016353622,0.015200693
cg20082641,0.8632396,0.878313878,0.843333752
cg20083676,0.049325412,0.064409409,0.045593742
cg20083730,0.029540274,0.026402567,0.029204352
cg20083871,0.037410151,0.039428462,0.037619222
cg20084646,0.015779298,0.016851765,0.014321833
cg20085077,0.020332535,0.1480911,0.273010467
cg20088535,0.016625363,0.01592518,0.014383131
cg20088913,0.749776605,0.711301706,0.684801437
cg20088964,0.052944189,0.05289327,0.052854116
cg20089715,0.842118583,0.842968416,0.833671955
cg20090467,0.462211298,0.480652156,0.455432922
cg20090497,0.825639533,0.842171879,0.8199557
cg20091107,0.015701352,0.017744641,0.010029289
cg20091959,0.599275139,0.587588354,0.632853717
cg20092036,0.506408689,0.426370559,0.430274958
cg20092677,0.023422275,0.029883935,0.021796804
cg20092728,0.716101461,0.805680261,0.752227664
cg20095338,0.105925941,0.09695471,0.08694786
cg20095587,0.819602183,0.839221396,0.840326388
cg20096208,0.041501143,0.047937742,0.044024302
cg20097268,0.030267248,0.031944922,0.026399727
cg20098118,0.090217784,0.111179499,0.130626373
cg20098478,0.558131303,0.540378403,0.526474663
cg20098659,0.76353283,0.718037922,0.721682362
cg20098887,0.033509256,0.045891225,0.032954732
cg20099806,0.539704498,0.568016027,0.513467911
cg20100381,0.061907208,0.067338822,0.060185459
cg20102673,0.181089693,0.153891925,0.14854681
cg20103201,0.08250316,0.090678498,0.089723065
cg20103758,0.063231425,0.060996974,0.047896068
cg20104688,0.060748563,0.076737576,0.048765412
cg20104776,0.068244851,0.202055664,0.294319939
cg20109151,0.021107772,0.021583363,0.01709056
cg20112035,0.071031736,0.085197862,0.046212039
cg20113732,0.033700785,0.0264042,0.028056051
cg20114394,0.777411483,0.791896159,0.797393237
cg20116574,0.070946253,0.041957776,0.047770554
cg20117778,0.029049891,0.032612327,0.030950169
cg20118424,0.809076909,0.761092049,0.744335664
cg20119015,0.094919822,0.092566668,0.095661257
cg20119051,0.047829217,0.042924438,0.035627465
cg20119635,0.318036518,0.380074128,0.373457957
cg20119871,0.864768954,0.867064449,0.848033002
cg20120491,0.070123972,0.080066424,0.059762166
cg20122476,0.080942492,0.082868985,0.081965409
cg20122491,0.017505232,0.038657088,0.022084181
cg20123891,0.142909215,0.160335396,0.13315098
cg20125091,0.132391335,0.128803871,0.112274201
cg20125159,0.059690861,0.071627252,0.062094901
cg20126106,0.054721689,0.05039645,0.045015336
cg20126158,0.040572545,0.048910551,0.039547511
cg20131596,0.504203464,0.576618919,0.49989328
cg20131685,0.041637029,0.047625629,0.040813583
cg20131968,0.697787146,0.721543698,0.686292524
cg20133313,0.038913627,0.043667073,0.042899113
cg20134151,0.063650163,0.106220526,0.065544718
cg20134215,0.138028619,0.159978268,0.159918349
cg20135306,0.019564111,0.021701225,0.034906137
cg20139214,0.037314028,0.035453585,0.032162614
cg20140452,0.070784447,0.080202428,0.076092041
cg20141013,0.033356585,0.032939815,0.025769023
cg20141751,0.02110099,0.023737254,0.018779708
cg20141916,0.027006713,0.026201768,0.024985453
cg20142224,0.030493,0.032971063,0.052203034
cg20143092,0.159804306,0.160786412,0.150436446
cg20147100,0.02813491,0.03198592,0.030698564
cg20149493,0.040960596,0.028851324,0.021726149
cg20149766,0.041376969,0.025888933,0.023359914
cg20149998,0.076314183,0.086557971,0.060972294
cg20150743,0.02897899,0.025730573,0.033761192
cg20154346,0.843805702,0.836346216,0.722255136
cg20158248,0.144551354,0.135628604,0.098847973
cg20158826,0.828058326,0.841619296,0.765055151
cg20159072,0.028261638,0.03056912,0.036316684
cg20161089,0.787488439,0.818591251,0.807802157
cg20161179,0.03689736,0.044522309,0.035520492
cg20162146,0.83761708,0.835601629,0.813678749
cg20162159,0.020868259,0.026708961,0.021354293
cg20162599,0.794967515,0.794941505,0.795143801
cg20163033,0.824607197,0.830279441,0.797895582
cg20163288,0.037144728,0.036474871,0.033162952
cg20164558,0.060673211,0.059052806,0.046438151
cg20164720,0.022635011,0.027330505,0.018326796
cg20166532,0.036905809,0.043370464,0.036238818
cg20166783,0.016821227,0.018445993,0.015575588
cg20168375,0.03096263,0.039814772,0.026976323
cg20169062,0.669002545,0.677373043,0.668580278
cg20171451,0.856291024,0.860861047,0.840850777
cg20172280,0.06179191,0.080766939,0.056514425
cg20173259,0.042863073,0.044633496,0.041162872
cg20175449,0.10565604,0.125431046,0.097280875
cg20176532,0.02386714,0.026048667,0.023444699
cg20176648,0.612391816,0.628898675,0.643799763
cg20176989,0.576576428,0.589848639,0.519002486
cg20178764,0.389874921,0.37271335,0.292722055
cg20179697,0.208809145,0.213360747,0.252413752
cg20180148,0.025076275,0.031030222,0.027036059
cg20182358,0.029368631,0.030191912,0.023967419
cg20184165,0.016021151,0.01602673,0.013534912
cg20185083,0.594723589,0.62785541,0.59196744
cg20188282,0.019092021,0.021425856,0.017272158
cg20189782,0.864675523,0.888246878,0.874704717
cg20189937,0.827367638,0.831354389,0.840567614
cg20191453,0.266687557,0.286368969,0.243772777
cg20193288,0.023017542,0.026542609,0.023344981
cg20193716,0.057008715,0.085397701,0.066161605
cg20195812,0.042441882,0.064073387,0.05096594
cg20199333,0.8583067,0.883630276,0.861552193
cg20199629,0.038983709,0.027710152,0.024465241
cg20200335,0.840298699,0.870151564,0.858160554
cg20202438,0.794090712,0.833899917,0.809298888
cg20203395,0.064476098,0.093160121,0.068985276
cg20203596,0.053908183,0.057038171,0.052508384
cg20203792,0.03809603,0.041438262,0.034704686
cg20206574,0.082758738,0.095392275,0.06373651
cg20207753,0.094968553,0.123384979,0.114788149
cg20209009,0.029708819,0.037538845,0.026066061
cg20210637,0.864448314,0.871175262,0.85866922
cg20216130,0.059732904,0.058449959,0.056799603
cg20216935,0.026757043,0.030740201,0.029047203
cg20217872,0.114797156,0.119594145,0.114074532
cg20218060,0.019063188,0.019309447,0.015624955
cg20222911,0.060172582,0.064876412,0.056488341
cg20224517,0.079437123,0.087169942,0.078684048
cg20225275,0.044200372,0.048620644,0.036086221
cg20225681,0.859069627,0.878298936,0.863934869
cg20225889,0.052945176,0.070522134,0.052494811
cg20225915,0.371485964,0.319343492,0.301791027
cg20226764,0.523859369,0.602496355,0.524647266
cg20227165,0.660740586,0.671690471,0.651354132
cg20227213,0.065726205,0.062912031,0.058386286
cg20227766,0.03707877,0.045069879,0.028142377
cg20228512,0.014376736,0.017029751,0.015285173
cg20229788,0.135973718,0.181010848,0.152687849
cg20233029,0.111876635,0.129154822,0.097034636
cg20234170,0.080379689,0.097328449,0.073709365
cg20235051,0.027916027,0.032560766,0.022556675
cg20239740,0.037621043,0.035589897,0.041579628
cg20239949,0.057099655,0.078737089,0.047944367
cg20240860,0.208804857,0.243269088,0.239283091
cg20241335,0.0570937,0.051882859,0.04540778
cg20244073,0.115549075,0.12311447,0.156378123
cg20247048,0.072511245,0.073709955,0.066579611
cg20247102,0.045068778,0.059233169,0.04529923
cg20247600,0.113618446,0.095266888,0.104957576
cg20249919,0.080962644,0.09644172,0.081099042
cg20251973,0.026640036,0.041598765,0.028753941
cg20252016,0.023519971,0.01688051,0.012497824
cg20253551,0.044798515,0.047409372,0.038191244
cg20253700,0.710041398,0.750767107,0.690718153
cg20254231,0.041861218,0.043549522,0.041826713
cg20256494,0.060918949,0.058598001,0.048385882
cg20256783,0.87674649,0.878738863,0.856333001
cg20259398,0.035686627,0.03894105,0.04024093
cg20259534,0.026942892,0.026887291,0.023488947
cg20261167,0.065848704,0.072672486,0.068313639
cg20261915,0.40508269,0.448020854,0.424324465
cg20263942,0.099366591,0.121656107,0.085634309
cg20264534,0.055878645,0.063023575,0.068511284
cg20264731,0.032108796,0.049884618,0.033865651
cg20264732,0.04854858,0.051022366,0.053639498
cg20267005,0.357619736,0.374183839,0.353162924
cg20268522,0.058308311,0.057584647,0.050832072
cg20269537,0.321971591,0.346913421,0.331523936
cg20269976,0.048522432,0.054202242,0.047551652
cg20270599,0.161966757,0.145826758,0.126088627
cg20271396,0.034816165,0.033578568,0.027008384
cg20273774,0.067910769,0.095222514,0.073985031
cg20275133,0.048143779,0.067720478,0.053640861
cg20275344,0.049254829,0.08693643,0.17215896
cg20276750,0.026255741,0.026959456,0.02287599
cg20277250,0.847375567,0.844069362,0.855235734
cg20277416,0.791143693,0.764593638,0.708298858
cg20277670,0.942660294,0.956745635,0.942004128
cg20278498,0.079631539,0.081167661,0.076881954
cg20279283,0.106433688,0.140589889,0.123763653
cg20281815,0.914830315,0.924289146,0.920982451
cg20282199,0.066289619,0.086749173,0.072913788
cg20283107,0.412987493,0.399503247,0.348317997
cg20284440,0.030141283,0.030618008,0.022421275
cg20284673,0.153374363,0.145568473,0.132889776
cg20286074,0.204692931,0.2409253,0.216525419
cg20286200,0.07913532,0.076005571,0.049882952
cg20287234,0.454653872,0.374155389,0.362391257
cg20287640,0.061943511,0.085870951,0.078807545
cg20288630,0.030449469,0.034845585,0.032483602
cg20289911,0.492931466,0.546238028,0.505940097
cg20289949,0.147366265,0.145003051,0.140295824
cg20289988,0.050494039,0.04526272,0.046119317
cg20291049,0.074019299,0.070328201,0.060808957
cg20291222,0.356461182,0.397515743,0.307600254
cg20291674,0.028317721,0.027246098,0.045678405
cg20291846,0.124247307,0.129845888,0.142213289
cg20295000,0.027490219,0.027571407,0.028799786
cg20295671,0.014870417,0.022166146,0.012784245
cg20300246,0.14638542,0.125630443,0.116352693
cg20300655,0.862195664,0.876625489,0.836613396
cg20301340,0.023066905,0.026126055,0.019283084
cg20302307,0.044774428,0.052437986,0.041847438
cg20303303,0.010922774,0.013964276,0.011307198
cg20304401,0.238406541,0.268426997,0.218327885
cg20305610,0.035828783,0.027065982,0.029327738
cg20305726,0.76119485,0.799486523,0.73674902
cg20308511,0.027131229,0.060441796,0.079332547
cg20308679,0.093063629,0.100477148,0.084866338
cg20308817,0.74200546,0.780622897,0.749656429
cg20311501,0.086203989,0.104442399,0.088004631
cg20311730,0.854186875,0.872966927,0.859131224
cg20312228,0.097906284,0.060729171,0.047993323
cg20312475,0.049461113,0.044175763,0.040902105
cg20312687,0.780428811,0.791719815,0.754676043
cg20313722,0.879231897,0.850193344,0.827535187
cg20314325,0.025335706,0.027338424,0.021809416
cg20314660,0.024340143,0.035542244,0.020895764
cg20315136,0.032657247,0.034167424,0.028197756
cg20315643,0.048365411,0.045994474,0.045147064
cg20315951,0.045724021,0.057596093,0.046240876
cg20317180,0.021446731,0.017407396,0.01722357
cg20318748,0.202027025,0.272651648,0.181134231
cg20319264,0.022869386,0.031232434,0.026732165
cg20319405,0.025194982,0.021877783,0.017444417
cg20320468,0.536929965,0.448887878,0.531463799
cg20322862,0.425054497,0.467953114,0.440066476
cg20322876,0.02411209,0.028319346,0.030599716
cg20322977,0.250597369,0.257099264,0.213986676
cg20324165,0.761312837,0.765585027,0.74117213
cg20325517,0.046124822,0.055296241,0.049596711
cg20326853,0.034506373,0.034226474,0.04015836
cg20326867,0.021172937,0.031244709,0.018229722
cg20328328,0.027784233,0.040262203,0.023381164
cg20329958,0.119839517,0.124434353,0.104972352
cg20330296,0.052056231,0.054016975,0.053161228
cg20330472,0.037124506,0.040725811,0.035492909
cg20331177,0.773473021,0.793259051,0.770501715
cg20333306,0.892797097,0.882209114,0.889232322
cg20334738,0.910973404,0.893167331,0.882064502
cg20337385,0.099397385,0.099221331,0.100497938
cg20339230,0.032986445,0.037861941,0.031209146
cg20339650,0.100721469,0.100123401,0.08306747
cg20340242,0.309249439,0.297814997,0.23201159
cg20340596,0.891835318,0.89837724,0.896021789
cg20342082,0.913285875,0.911907089,0.888810877
cg20342105,0.84366958,0.848996675,0.838922409
cg20345446,0.296554111,0.251980999,0.235227995
cg20345840,0.058107784,0.045625601,0.039504164
cg20345978,0.01896975,0.026240211,0.015015909
cg20346096,0.096397049,0.109267296,0.10552296
cg20346122,0.025672184,0.030165784,0.02236095
cg20346726,0.073405591,0.075267985,0.063722565
cg20347268,0.029281033,0.036084788,0.026506136
cg20349377,0.68632779,0.707133191,0.663065194
cg20349625,0.768686224,0.779140831,0.772833859
cg20349695,0.021974533,0.02850575,0.023841197
cg20352371,0.851793363,0.867643857,0.86572644
cg20352798,0.060340604,0.065039747,0.057928657
cg20353465,0.035681411,0.047146586,0.031621888
cg20354892,0.039839209,0.039741673,0.036190797
cg20356482,0.87014823,0.875224313,0.862185917
cg20357628,0.088835973,0.094031328,0.083795146
cg20357806,0.697859067,0.696422513,0.698802659
cg20358834,0.025757893,0.028458954,0.022217545
cg20359349,0.630268232,0.671841842,0.618377002
cg20360244,0.024769954,0.031412948,0.023915351
cg20361540,0.0336265,0.039885578,0.03042983
cg20362772,0.02672558,0.024799228,0.018201527
cg20366831,0.774561322,0.779112901,0.780658358
cg20366832,0.516890202,0.543021399,0.476105736
cg20366906,0.152410933,0.137847708,0.108015745
cg20367072,0.023453206,0.027087189,0.02132646
cg20367961,0.729152257,0.747750008,0.725171442
cg20368904,0.938422047,0.941074999,0.932683426
cg20368979,0.052736998,0.044261056,0.044388255
cg20369763,0.075662681,0.077781449,0.080880226
cg20370277,0.10369964,0.112661687,0.114300251
cg20371650,0.094158756,0.171598517,0.24919338
cg20371891,0.026838255,0.028688116,0.020816785
cg20372689,0.089889556,0.120094847,0.084650172
cg20373326,0.605512645,0.614389597,0.587866872
cg20375554,0.054145185,0.047839476,0.043410865
cg20375690,0.055976803,0.064724229,0.047958277
cg20376767,0.802074549,0.797071274,0.802216716
cg20376899,0.045024222,0.056555088,0.047988324
cg20377673,0.016035676,0.016506227,0.013924403
cg20377677,0.073483462,0.068438286,0.061847497
cg20377762,0.849715825,0.871418062,0.820171826
cg20377955,0.129970344,0.126220681,0.118061003
cg20379012,0.025742225,0.027473023,0.022086831
cg20379125,0.016791777,0.021524229,0.013864993
cg20380069,0.031983454,0.033562858,0.02904897
cg20383064,0.832057075,0.84680702,0.821999456
cg20385229,0.785254428,0.80484679,0.758937914
cg20387341,0.048676111,0.055764615,0.042304853
cg20387706,0.752939265,0.773818435,0.733786144
cg20389709,0.027627576,0.036267164,0.057439949
cg20391984,0.018138447,0.019015789,0.014731029
cg20392764,0.581483952,0.590092432,0.630064252
cg20394284,0.408164397,0.347086314,0.308800311
